label,0,1,2,3,4,5,6,7,8,9,rank_percentage
National Expert on Anti Trafficking Institutional Assessment,Finance Director Chief Accountant,Engineer Sales Manager,Sales Manager,Chief Accountant Auditor of Credit Organization,Product Manager Business Analyst,General Counsel,Armenia Country Director,Economist Engineer,Medical Representative,Technical Writer,0.782322247404206
R Keeper S House Specialist,English Language Courses,Banking Methodology Specialist,Web Developer,Senior Mediaplanning Specialist,Marketing and Sales Manager,Warehouse Manager,"Software Engineer, Layout Processing Department (YA)",Credit Specialist,Head of Sales Specialists Division,Project Coordinator,0.7389448163179255
Web Designer,Responsible for Professional Trainings,Tax Manager,Marketing Business Intelligence Coordinator,Chief Financial Officer,C++ Software Developer,Junior Quality Assurance Specialist,Medical Representative,General,Sales Associate,Inventory and Commodity Analyst,0.9650028988562694
Anticorruption Specialist,Loan Specialist,Head of Resource Mobilization Department,Business Advisor Non Farm Rural Enterprises,English Language Interpreter Translator,Junior Technical Support Specialist,Senior Engineer,English Language Courses,Senior R&D Engineer ICWB,Persian Armenian Translator Interpreter,Project Manager,0.7183365835661203
Office Manager,HR Director,Quality Control Operator,"R&D Engineer, Senior I",IT Applications Division Head,Gegharkunik Marz Child Protection and Education Coordinator,Public Outreach Specialist,Shop Assistant,Construction Director,Senior iOS Developer,Project Manager,0.30675169978390343
Civil Society Experts,Lawyer,Contractor Intern,Translator Interpreter,Procurement Specialist,Salesperson Consultant,Business Analyst,Public Awareness and Media Consultant,English Language Courses,Secretary Administrative Assistant,Lawyer,0.3867074263426975
Civil Society Specialist,Manager Assistant,Administrative Assistant,Software Developer,"Accountant, Gegharqunik Region",Web Designer,PHP Senior Software Developer,Secretary Translator,Chief Accountant,Corporate Collections Head,Administrator at Reception,0.31038844674010435
Financial Manager,IT Specialist,English Language Courses,Application Manager,Banking Methodology Specialist,Web Developer,Senior Mediaplanning Specialist,Marketing and Sales Manager,Warehouse Manager,"Software Engineer, Layout Processing Department (YA)",Credit Specialist,0.9325357086385917
Media Specialist,Business Analyst,Medical Representative in Gyumri,HTML & CSS FronA_PHONENUMBERd Developer Freelancer,SQA Engineer,Personal Assistant,Environmental Manager,Business Diagnostics for Consulting,Audit Associate,Fr8 Forwarding Coordinator,Volunteer Registration & Request Process,0.7537026300532336
Interviewer,Fr8 Forwarding Coordinator,Procurement Specialist,English Language Courses,Chief of Party,Driver,Chief Accountant,IT Specialist,VAS Ne2rk Operations Engineer,Gender Policy Programme Officer,Regional Retail Executive,0.151952774996047
Grants Specialist,Head of Marketing and Sales Department,Senior Java Developer,Fr8 Forwarding Coordinator,English Language Courses,Analyst Financial System Stability and Development Department,Software Architect Team Lead,Medical Officer,Promoter,IT Specialist,Head of Internal Audit,0.6418594845306488
Education Sector Specialists MoES Education System Capacity,"Head of Payment Cards, ATM and POS Terminals Operations",Chief of Party,"Head of Fraud Prevention and Monitoring Unit, Card Operations",Executive Director,Fr8 Forwarding Coordinator,Loan Specialist,C# .Net Developer,Head of Marketing Division,Marketing Manager,Inventory and Commodity Analyst,0.2740209771780952
Administrative Assistant,Head of Internal Audit,Apprentice (Intern) Web Developer,Ground Handling MainA_PHONENUMBERance Manager,Executive Assistant,Customer Relationship Analyst Associate,English Language Courses,Lawyer,Credit Officer,Web Developer,Project Assistant for Developing the Protected Area System of,0.2130395825646972
Corporate Governance Specialist,Chief of Party,Individual Credit Officer,Accountant,Senior Testing Engineer Senior Automated Testing Engineer,"Leading Specialist, Legal Department",Fr8 Forwarding Coordinator,Head of Construction Control Department,Laboratory Technician,Secretary Receptionist,Micro Lending Trainer,0.056448637537553366
Shop Manager,Fr8 Forwarding Coordinator,Procurement Specialist,English Language Courses,Chief of Party,Driver,Chief Accountant,IT Specialist,VAS Ne2rk Operations Engineer,Gender Policy Programme Officer,Regional Retail Executive,0.24176461287092182
Lawyer Legal Advisor,"Senior Software Engineer, Deep Submicron Department",Graphic Designer,Database Engineer,Automation Engineer,Finance and Adminstration Manager,Training Manager on Sales and Service,Promoter,Translator,Software Developer,MIS Manager,0.3598271227533864
Lawyer,Software Engineer,Head of Marketing and Sales Department,Application Manager,Apprentice (Intern) Web Developer,Inspection Reform Expert,Finance Director,Promoter,Regulatory Affairs & Medical Manager,Senior Loan Officer in Ararat marz,Office Administrator,0.2330680440626153
International Business Manager,Internal Control and Audit Unit Manager,Banking Methodology Specialist,Web Developer,Senior Mediaplanning Specialist,Marketing and Sales Manager,Warehouse Manager,"Software Engineer, Layout Processing Department (YA)",Credit Specialist,Head of Sales Specialists Division,Project Coordinator,0.3660464871132662
Marketing Director,IT Specialist (Implementation and Support of Large Scale,Software Architect Team Lead,Programmer,Exams Assistant,Website Designer,Procurement Manager,Java Developer,Marketing Director,Tax Controller,Finance and Administration Director,0.9856638380857007
Accountant,Operations Manager,Product and Tour Manager,Salesperson Consultant,Business Analyst,Public Awareness and Media Consultant,Manager of Digital Board Design and Layout,Human Resources Specialist,Consultant,Investment Officer of the Fund for Rural Development in Armenia,"Media Advocacy Officer, Alternative Resources in Media Project",0.5684393611974912
C#.NET Senior Developer Architect,"Senior Chief Lawyer, Contracts Division",Medical Representative,Designer,Assistant Lawyer,Public Relations Assistant,Deputy Head of Financial Department,Senior Accountant,Qualified WEB Java Developer,Resource Software Development Director,Secretary Assistant to the Chairman,0.26142412902545725
Java Developer,Inventory and Commodity Analyst,Quantitative Developer Analyst,MSF Midwife,Receptionist,Visualizers Team Leader,Manager,Junior Software Engineer GUI Architect,Lawyer,Secretary Administrative Assistant,QA Engineer Tester,0.3001106836030148
Senior QA Engineer,Marketing Executive,Language and Cultural Facilitator (LCF) for Pre Service Training,Credit Officer in Charentsavan Branch,Administrator of Transfer Systems & Computer Technics Supporter,"Risk Management Center, Head of Corporate Credit Risk Management",Sales and Service Specialist,Internal Control and Audit Unit Manager,Designer,Local Consultant for Rapid Assessment of Child Care Institutions,Ne2rk Administrator,0.1055183682074527
Product Specialists Medical Devices and Diagnostics (MD&D),Senior PHP Developer,Salesperson Consultant,Business Analyst,Public Awareness and Media Consultant,Marketing Executive,Lawyer,Credit Officer,Web Developer,Internal Control and Audit Unit Manager,Local Consultant for Rapid Assessment of Child Care Institutions,0.05887313550835398
Head of Office NPO,Inventory and Commodity Analyst,MSF Midwife,Receptionist,Visualizers Team Leader,Manager,Junior Software Engineer GUI Architect,Lawyer,Secretary Administrative Assistant,QA Engineer Tester,Manager Assistant,0.2835608496284193
Java Senior Developer Architect,Tax Manager,Senior Designer Art Director,Office Manager,Lecturer for Public Law,Doctor,Quality Control Operator,Software Developer (Medical Imaging),Inspection Reform Expert,Android Developer,Legal Director,0.8455700205555263
IT Specialist,Manager Assistant,Senior Methodologist,Administrator at Reception,Office Manager,Medical Representative,Advocacy and Transparency Specialist,Goldsmith,C# .Net Developer,Head of Marketing Division,Marketing Manager,0.3444895377641912
Medical Representative,"Senior Chief Lawyer, Contracts Division",Operations Manager,Deputy Head of Financial Department,Manager of Digital Board Design and Layout,Human Resources Specialist,Consultant,Investment Officer of the Fund for Rural Development in Armenia,"Media Advocacy Officer, Alternative Resources in Media Project",Head of Large Business Division,Software Developer,0.7372055025562642
Software Architect,Human Resources Department Manager,Business Consultant,Strategic Planning and Business Development Officer,PR & Communications Assistant,Manager Assistant,C# ASP.NET Web Applications Developer,Marketing and PR Specialist,National Expert on Legislation Regulating Relations in Energy,Sales Consultant,Territorial Direction Customer Service and Sales Managers in,0.691403573499183
Medical Representative,Banking Methodology Specialist,Web Developer,Senior Mediaplanning Specialist,Marketing and Sales Manager,Warehouse Manager,"Software Engineer, Layout Processing Department (YA)",Credit Specialist,Head of Sales Specialists Division,Project Coordinator,Senior SW Integration Engineer,0.43224582301164816
Administrative Assistant,IT Specialist,Fr8 Forwarding Coordinator,Armenia Country Director,Economist Engineer,Medical Representative,Technical Writer,Credit Specialist in Administration of Underwriting of Consumer,Section Manager,SME Credit Officer,Sales Representative,0.9339060770568703
Salesperson,Secretary,Advanced Training Certificate Program in International Relations,Developer,Sales Assistant Cashier,Finance and Administration Director,Program Budgeting Trainer,Environmental Social Expert,Sales Manager,Leading Specialist in Internatioonal Business Division,Community Outreach Officers,0.8017709376482369
Legal Adviser,Logistician,Administrator of Transfer Systems & Computer Technics Supporter,"Risk Management Center, Head of Corporate Credit Risk Management",Economic Justice Programme Officer,Business Intelligence and Reporting Developer,Medical Monitor,Executive Manager,Road and Bridge Specialist,Executive Assistant,Chef,0.28224318768776685
Program Intern,English Language Courses,Internal Control and Audit Unit Manager,IT Specialist,Executive Assistant,Customer Relationship Analyst Associate,Senior Software Architect,Medical Monitor,Executive Manager,Administrator of Transfer Systems & Computer Technics Supporter,Marketing Executive,0.0035313340009487165
Shop Manager,Office Manager,Senior Research & Development Engineer 2,Marketing Business Intelligence Coordinator,Project Manager,General,Head of Customer Service Department,Supplier,Check Administrator,R&D Manager,Persian Armenian Translator Interpreter,0.36457070573973543
Account Executive,Tourism Department Operator,Human Resources and Organizational Development Manager,Senior QA Engineer,Project Manager for Armenian Cuisine Revival and Arts & Crafts,Risk Manager,Head of Commercial Department,Chief Specialist of Internal Banking Operations Department,"Marketing, Advertising and PR Director",Baby Food Expert,Customs Clearance Assistant Intern,0.7339377009434459
Sales and Marketing Manager,Application Manager,Voter Registration Assistant,Banking Methodology Specialist,Web Developer,Senior Mediaplanning Specialist,Marketing and Sales Manager,Warehouse Manager,"Software Engineer, Layout Processing Department (YA)",Credit Specialist,Head of Sales Specialists Division,0.28830443261476835
C++ Senior Software Developer (UNIX),Human Resources and Administrative Manager,Lawyer,Senior System Administrator,Sales Consultant,HR Director,Executive Director,Customer Service Representative,Sales Supervisor,Head of Agents' Ne2rk Unit,Kapan Branch Manager,0.10077478522110367
Java Developer,Senior C++ Developer,Branches Operations Analyst,Advertising Department Manager,"Methodologist, Consumer Protection and Financial Education Centre",Elections Initiative Coordinator,Political and Social Journalism Vocational Course,Loan Officer,Public Relations Specialist,Driver,Medical Representative,0.314394139039688
PHP Developer,Web Developer,English Language Courses,Assistant to Chief Accountant,Accountant,Java Developer,QA Engineer,Lawyer in Legal Department,.NET Software Developer,HTML Web Designer,Site Supervisor,0.7470089073947188
Verification Engineer,Elections Initiative Coordinator,Inspection Reform Expert,Android Developer,"IN, VAS and Billing Engineer",Assistant Underwriter,UX (User Experience) Designer,Chief Reporting Specialist Accounting Department Reports,Head of Customer Service Unit,Database Programmer,Program Support Coordinator,0.33263058029831866
Quality Assurance Manager,Inspection Reform Expert,System Analyst,Ground Handling MainA_PHONENUMBERance Manager,Test Theory Specialist of the TASS Test,Assistant Translator Interpreter,Medical Officer,Equipment Manager Controller,Software Engineer,Interior Designer,Business Manager,0.18463079112422917
Driver Office Assistant,Fr8 Forwarding Coordinator,Procurement Specialist,English Language Courses,Chief of Party,Driver,Chief Accountant,IT Specialist,VAS Ne2rk Operations Engineer,Gender Policy Programme Officer,Regional Retail Executive,0.4542244241817319
Public Relations Specialist,"Data Administrator 1 IT Division, Financial Monitoring Center","Senior Chief Lawyer, Contracts Division",.Net Developer,Inspection Reform Expert,Masters Course 'Transformation in the South Caucasus',Project Manager,Accountant,Ground Handling MainA_PHONENUMBERance Manager,Manager of Digital Board Design and Layout,Human Resources Specialist,0.465819849259474
Salesperson,C C++ Software Developer,Fr8 Forwarding Coordinator,Administrative Secretary,Banking Methodology Specialist,Web Developer,Senior Mediaplanning Specialist,Marketing and Sales Manager,Warehouse Manager,"Software Engineer, Layout Processing Department (YA)",Credit Specialist,0.7746271016707953
Technical Support Engineer,Fr8 Forwarding Coordinator,Procurement Specialist,English Language Courses,Chief of Party,Driver,Chief Accountant,IT Specialist,VAS Ne2rk Operations Engineer,Gender Policy Programme Officer,Regional Retail Executive,0.5422969482949455
Export Manager,Project Manager,Human Resources and Administrative Manager,Senior Loan Credit Provider Monitoring Specialist,Community Development Specialist,Programme Officer,Graphic Designer,Programmer,Exams Assistant,Website Designer,Procurement Manager,0.7314604964950192
Assistant Director,Project Manager,Assistant National Director,Senior Loan Credit Provider Monitoring Specialist,Community Development Specialist,Programme Officer,Graphic Designer,Field Administrator,Ready Product Warehouse Shift Head,Logistics Specialist,Merchandising Manager,0.02382332788699731
Treasury Assistant,Fr8 Forwarding Coordinator,Procurement Specialist,English Language Courses,Chief of Party,Driver,Chief Accountant,IT Specialist,VAS Ne2rk Operations Engineer,Gender Policy Programme Officer,Regional Retail Executive,0.33078585358140516
HR Payroll Clerk,Electricity Engineer,Application Manager,Test Theory Specialist of the TASS Test,English Language Courses,Promoter,Head of Marketing and Sales Department,Head of Internal Audit,Software Engineer,Finance Analyst,Merchandiser,0.9596268381384072
National Assistant Finance Officer,Secretary Referent,Interior Designer,Web Design Trainer,Communcation Officer,Ne2rk Administrator,Accountant,Vardenis ADP Administrative Assistant,Administrative Assistant,Grants Manager,Computer and Information Science (CIS) Program Coordinator,0.5256944078427239
Receptionist,Internal Control and Audit Unit Manager,Embedded Linux BSP Engineer,Accountant for Gyumri & Artik Branches,Banking Methodology Specialist,Web Developer,Senior Mediaplanning Specialist,Marketing and Sales Manager,Warehouse Manager,"Software Engineer, Layout Processing Department (YA)",Credit Specialist,0.4976018552680124
Auditing Specialist,Manager Assistant,Regional Representative,Watchman,Head of Marketing and PR Division,Promoter Salesperson,C# .Net Developer,Head of Marketing Division,Marketing Manager,QA (Quality Assurance) Engineer,Water Service Agency (WSA) Restructuring Advisor,0.9818689716966215
MIS Operator,Promoter,English Language Courses,Procurement Specialist,Agronomist,Finance Director,Head of Marketing and Sales Department,Java Developer,HR Administrative Manager,Community Development Coordinator,Junior QA Specialist,0.4458968007168081
Accountant,Procurement Specialist,Product and Tour Manager,Armenia Country Director,Economist Engineer,Medical Representative,Technical Writer,Credit Specialist in Administration of Underwriting of Consumer,Section Manager,SME Credit Officer,Sales Representative,0.3056448637537553
Project Coordinator,Marketing Analyst,"High School Specialist Engineer of the Subcomp1nt ""Enrichmentof the Upper Secondary Schools""",Operations Manager,PHP Developer,Sales Consultant,Import Manager,Graduate Trainee for Supply Chain (Technical and Logistics),Leading Specialist Supervision Department,Copywriter,Java Developer,0.8454646076002741
Accountant,Accountant,Finance Director,Administrative Assistant,Grants Manager,Computer and Information Science (CIS) Program Coordinator,Waiter Waitress,Finance HR Assistant,Ne2rk Administrator Information Technology Specialist,Direct Sales Specialist,QA Manager,0.4545406630474885
Customer Support Specialist,Hi Tech Council Workshop on A Hands On Approach to Developing,ASP.Net C# C++ Software Developer,Quality Control Operator,Accountant,Human Resources and Administrative Manager,Database Development Team Leader Fraud and Revenue Assurance,Italian Language Teachers,Senior Ne2rk IT Telecom Designer Engineer,Java Developer,Fashion Buyer,0.5524692984767828
Translator Interpreter,Senior Software Engineer Deep Submicron Department,Administrative Finance Associate,Mechanical Product Development Engineer,Ne2rk Engineer Release Manager,Market Development Specialist,Graphic Designer,Software Developer,Information Education Communication (IEC) Assistant,Computer Skills Trainer,Administrative & Program Volunteers,0.5668581668687082
Portfolio Control Department Manager,"Senior Chief Lawyer, Contracts Division",Deputy Director for Operations,Inspection Reform Expert,"Data Administrator 1 IT Division, Financial Monitoring Center",Manager of Digital Board Design and Layout,Human Resources Specialist,Consultant,Investment Officer of the Fund for Rural Development in Armenia,"Media Advocacy Officer, Alternative Resources in Media Project",Head of Large Business Division,0.5489379644758341
Cashier,Analyst Financial System Stability and Development Department,Software Architect Team Lead,Software Engineer,Salesman Trade agent,CEDC Social Worker in Special Institution,Call for papers,Staff Accountant,"Engineer, IT & CM Department",Financial Services Specialist,On line Consultations on Import and Export Related Customs,0.7181784641332419
Office Accountant,Fr8 Forwarding Coordinator,IT Specialist,Accountant,Embedded Linux BSP Engineer,CEO,Computer Aided Drafting (CAD) Technician,Messaging Collaboration Systems Engineer Administrator,Deputy Chief Accountant,Export Import Manager,Web Programmer,0.44478996468666
Regional Coordinator,QA (Quality Assurance) Engineer,Quality Control Operator,Project Manager,Supply Purchasing Manager,Procurement Department Specialist,Legal Adviser,"Senior Software Engineer, User's Interface & Flows Department",Regional Retail Executive,Senior System Administrator,Instructor of Bank Legislation,0.7548621725610077
Administrative Manager,Language and Cultural Facilitator (LCF) for Pre Service Training,Credit Officer in Charentsavan Branch,Embedded Linux BSP Engineer,Sales Manager in Food & Beverage Sector,Logistician,Marketing Business Intelligence Coordinator,Programmer 1C,Marketing Executive,Translator Interpreter,Medical Doctor,0.8146840246666315
Senior System Analyst,Chief of Party,Software Developer (Medical Imaging),Office Manager,Agronomist,Inventory and Commodity Analyst,Junior Prfessional Associate,Program Support Coordinator,Head of Production,National Assistant Finance Officer,Senior Analyst on Mobile Ne2rk Troubleshooting,0.7666157170716281
Engineer Mechanic,QA Engineer,Office Manager,Project Accountant for Support to the Armenian National Assembly,Junior Prfessional Associate,QA Lead Test Engineer,Software Developer,Director of Computer Services,English German Languages Translator,Junior Architect,Teaching Grants,0.7776313708954831
Senior Database Administrator (Oracle),Furniture Salesperson,Sales Consultant,Chief Accountant,ASP.Net Software Developer,QA Engineer,Monitoring Chief Specialist,Moskovyan Branch Manager,Advertising and Marketing Manager,Regional Director,"Engineer, Configuration Management Department",0.8644389395456702
Security Specialist,Quality Control Operator,HR Director,QA (Quality Assurance) Engineer,Manager Assistant,Regional Retail Executive,Finance Director Chief Accountant,Engineer Sales Manager,Installation Supervisor,Commercial Customers Service Division Head,Armenia Country Director,0.5443525009223633
IT Specialist,Project Manager,BCC Specialist,Executive Assistant,Project Manager,"Communication Expert Journalist (Junior), Local Governance",Chief Executive Officer,Sales Consultant,VAS Ne2rk Operations Engineer,Bid Manager,Value Added Services Engineer,0.47230274600748434
HR Recruitment Specialist,.NET Developer,QA (Quality Assurance) Engineer,Receptionist,Assistant to Director,Senior PHP Backend Engineer,Medical Representative in Gyumri,HTML & CSS FronA_PHONENUMBERd Developer Freelancer,SQA Engineer,Personal Assistant,Environmental Manager,0.7991883202445581
"HoReCa (Hotels, Restaurants, Cafes) Manager",Trade Finance and Guarantee Department Specialist,WTM Credit Facility Assistant,Head of Internal Audit,Assistant Translator Interpreter,Sales Consultant,Chief Accountant,Flash AS3 Developer,Mobile Device Software Engineer,"CAD Engineer, II SG",Credit Officers,0.22647973435935276
Merchandiser,Teller,Program Budgeting Trainer,DBA SQL Developer,Director of Guest Experience,iOS Developer,Senior Software Engineer Place & Route Department,Sales Manager Preseller,Senior R&D Web Engineer,"Retail Sales Coordinator, Branch Ne2rk Sales Support Division","Leading Specialist, Software Development Division",0.1672903599852422
Transaction Support Person,Communications Senior Project Coordinator Expert,Office Administrator,Medical Representative in Gyumri,"Data Administrator 1 IT Division, Financial Monitoring Center",Project Manager,Accountant,System Analyst,Inspection Reform Expert,Executive Assistant,Leading Specialist Department of Plastic Cards,0.45970589785484633
Junior Software Developer,Manager of Sales and Service Office,Administrative Assistant Interpreter,Power Engineer of Design Department,Administrative Secretary,Administrative Assistant Interpreter,Teller in Ashtarak Branch,Local Expert on Land Issues,Marketing Business Intelligence and Geomarketing Coordinator,Senior Developer in Automated Test Department,Privatization Expert,0.4689295314394139
Merchandiser,Finance Director,Software Engineer,High School Science Teacher,Software Engineer,Rural Roads Rehabilitation Project Specialist,Branch Manager in Vanadzor,Data Proccesing Team Leader,Product and Tour Manager,Head of Marketing and Sales Department,Voter Registration Assistant,0.8915827755231118
Merchandiser,SQA Engineer,Product and Tour Manager,Procurement Specialist,Fr8 Forwarding Coordinator,English Language Courses,C# .NET Senior Developer Team Leader,VAS Ne2rk Operations Engineer,Senior PHP Developer,Sales Specialist,Senior Software Engineer Place & Route Department,0.06071786222526748
PR and Marketing Manager,Second Higher Education Admission to the Department of Economics,Regional Retail Executive,Senior Web Developer,Assistant to the Regional Manager,Assistant Secretary to the Regional Manager,Sales Manager,IT Manager Assistant,Developer,Data Quality Analyst,R&D Engineer,0.914299267379961
Area Manager,Voter Registration Assistant,Vardenis ADP Administrative Assistant,Communications Officer,Finance Director,Software Engineer,Salesman Trade agent,CEDC Social Worker in Special Institution,Call for papers,Staff Accountant,"Engineer, IT & CM Department",0.6967796342170453
Chief Accountant,Head of Internal Audit,Orchard Manager,Senior Research and Development Engineer,Senior Java Developer,"Construction Supervision Engineer, Nagorno Karabakh School",Project Coordinator under ADB Water Supply and Sanitation Sector,FronA_PHONENUMBERd Developer,3D Modeler,Marketing Director,Franchise Manager,0.043008485742897805
Merchandiser,Inspection Reform Expert,"Data Administrator 1 IT Division, Financial Monitoring Center",Interior Designer,Operations Manager,Ne2rk Administrator,Intern for UN Resident Coordinators (UNRC) Unit,Administrative Assistant,Grants Manager,Computer and Information Science (CIS) Program Coordinator,Waiter Waitress,0.28145259052337535
Office Manager,Fr8 Forwarding Coordinator,Procurement Specialist,English Language Courses,Chief of Party,Driver,Chief Accountant,IT Specialist,VAS Ne2rk Operations Engineer,Gender Policy Programme Officer,Regional Retail Executive,0.519475043482844
VoIP Sales Manager,Fr8 Forwarding Coordinator,Electricity Engineer,Test Theory Specialist of the TASS Test,Finance Analyst,Individual Manager,Agronomist,HR Administrative Manager,VAS Ne2rk Operations Engineer,Leading Specialist in Internatioonal Business Division,Project Manager,0.3549254203341591
Computer and Information Science (CIS) Program Coordinator,Inspection Reform Expert,Ne2rk Administrator,Head of Internal Audit,Masters Course 'Transformation in the South Caucasus',Ne2rk Administrator,Manager of Digital Board Design and Layout,Human Resources Specialist,Consultant,Investment Officer of the Fund for Rural Development in Armenia,"Media Advocacy Officer, Alternative Resources in Media Project",0.008011384599167238
Business Analyst,Logistics Specialist,Software Developer (Medical Imaging),Treasurer,Senior Designer Art Director,QA (Quality Assurance) Engineer,PR Officer,"Head of Payment Cards, ATM and POS Terminals Operations",Technician,Executive Assistant,Project Manager,0.09070784799451853
Communication PR Officer,External Relations Specialist,Quality Control Operator,System Administrator,HR Director,iPh1 Application Developer,Managerial Position,Teller Operator in Abovyan,Senior PHP Developer,Local Expert on Land Issues,Fashion Buyer,0.9832920465925262
Accountant,Sales Consultant,Chief Accountant,Flash AS3 Developer,Mobile Device Software Engineer,"CAD Engineer, II SG",Credit Officers,Head of Operations & Benefits Group Human Resources Management,HR Manager,Internal Control and Finance Project Coordinator,Ne2rk Administrator,0.9045485690191325
Programmer,Chief of Party,Office Manager,Managing Editor,PHP Drupal Developer,Store Manager,Hardware & Systems Experts,Software Developer (Medical Imaging),Web Designer,Driver,Assistant to Director of Sales,0.30005797712538873
Legal Advisor,Mobile Sales Agent,Logistics Specialist,MSF Midwife,Receptionist,Visualizers Team Leader,Manager,Junior Software Engineer GUI Architect,Lawyer,Secretary Administrative Assistant,QA Engineer Tester,0.7495915247983977
Sales Representative in Armenia,IT Specialist,Fr8 Forwarding Coordinator,Chief of Party,English Language Courses,Banking Methodology Specialist,Web Developer,Senior Mediaplanning Specialist,Marketing and Sales Manager,Warehouse Manager,"Software Engineer, Layout Processing Department (YA)",0.1686080219258947
General Product Manager,Journalist,Base Station and Transportation System Engineer,Brand Manager,Global Supplementary Grant Program (GSGP A_PHONENUMBER A_PHONENUMBER),Executive Director,IT Specialist,Programmer Analyst,Quality Supervisor,Mobile iOS Developer,Tourism Project Manager,0.24492700152848784
Personnel Appraisal Specialist,Quality Control Operator,Sales and Import Manager for Kitchen Equipment,Economist Tax Analyst,Software Developer,Loan Specialist,Database Development Team Leader Fraud and Revenue Assurance,Project Manager,Regional Retail Executive,Bottling Line Operator,Programmer,0.8369261582248458
Data Coordinator,Head of Economic Planning and Analysis Unit,Programmer,Exams Assistant,Website Designer,Procurement Manager,Sales and Import Manager for Kitchen Equipment,Regional Commercial Manager,QA (Quality Assurance) Engineer,Quality Control Operator,Micro Biologist,0.6326885574237073
IT Specialist,Software Developer,Junior Prfessional Associate,Procurement Specialist,QA Engineer,QA Lead Test Engineer,Office Manager,IT Specialist,Lawyer,Java Developers,Training Manager,0.9404416802825067
Technical Support Engineer,Sales Consultant,Furniture Salesperson,Fr8 Forwarding Coordinator,C C++ Software Developer,Finance and Administration Director,"Accountant, Gegharqunik Region",Project Specialist,Implementation Unit Manager,Moskovyan Branch Manager,Business Risk and Control Specialist,0.06156116586728509
Sales Manager,Finance Assistant Intern,Product and Tour Manager,Assistant Translator Interpreter,Medical Officer,Head of Internal Audit,Ground Handling MainA_PHONENUMBERance Manager,System Analyst,Electricity Engineer,Finance and Administration Director,English Language Courses,0.23043272018131028
Armenia Branch Office Manager,Head of Marketing and Sales Department,Head of Internal Audit,Senior Research and Development Engineer,Procurement Specialist,FronA_PHONENUMBERd Developer,Medical Representative in Gyumri,HTML & CSS FronA_PHONENUMBERd Developer Freelancer,SQA Engineer,Personal Assistant,Environmental Manager,0.03615664365150477
Senior Developer in Automated Test Department,Senior PHP Developer,Internal Control and Audit Unit Manager,Salesperson Consultant,Business Analyst,Public Awareness and Media Consultant,PHP Developer,English Language Courses,Computer Specialist Designer,Product and Tour Manager,Banking Methodology Specialist,0.16381173246191957
Human Resources Manager Assistant,Administrative Finance Associate,Ne2rk Engineer Release Manager,Market Development Specialist,Lessons Learned from Peacebuilding in Conflict Z1s,Purchasing Assistant,Product Manager,Local Representative,Sales Agent,Project Officer Monitor,Advertising and Promotion Coordinator,0.2759711168502609
Civil Society Media Experts,Administrative Assistant,Grants Manager,Computer and Information Science (CIS) Program Coordinator,Waiter Waitress,Finance HR Assistant,Ne2rk Administrator Information Technology Specialist,Direct Sales Specialist,QA Manager,Software Engineer User's Interface and Flows Department,Import Manager,0.35387129078163704
Accountant,Mid level Software Developer,Web Developer,Senior Auditor,Programmer,Quality Control Operator,IT Specialist,Hardware Engineer,Project Coordinator for Promoting Equal Rights and Equal,Junior Java Developer,"Analyst, Financial System Policy and Financial Stability",0.4252885679650029
Health Care Monitor Trainer,Inventory and Commodity Analyst,Banking Methodology Specialist,Web Developer,Senior Mediaplanning Specialist,Marketing and Sales Manager,Warehouse Manager,"Software Engineer, Layout Processing Department (YA)",Credit Specialist,Head of Sales Specialists Division,Project Coordinator,0.47920729457650346
Translator,Lawyer,Human Resources Clerk,PL SQL Developer,Deputy CEO,Senior .NET Developer,Assets Specialist Liabilities Management and Analysis Division,Finance and Procurement Officer,Senior Loan Credit Provider Monitoring Specialist,Community Development Specialist,Programme Officer,0.37505929478732936
Applications Engineer,Procurement Specialist,Test Theory Specialist of the TASS Test,English Language Courses,Chief Accountant,Head of Internal Audit,Finance Analyst,Sales Specialist,Electricity Engineer,Gender Policy Programme Officer,Individual Manager,0.2536762768144205
Accountant,Fr8 Forwarding Coordinator,Procurement Specialist,English Language Courses,Chief of Party,Driver,Chief Accountant,IT Specialist,VAS Ne2rk Operations Engineer,Gender Policy Programme Officer,Regional Retail Executive,0.9161439940968745
Deputy Director,Embedded Linux BSP Engineer,English Language Courses,IT Specialist,"Head of Payment Cards, ATM and POS Terminals Operations",Fr8 Forwarding Coordinator,Procurement Specialist,Language and Cultural Facilitator (LCF) for Pre Service Training,Credit Officer in Charentsavan Branch,Receptionist Administrative Assistant,Application Manager,0.5954250777420546
Security Officer,Product and Tour Manager,PHP Developer,"Software Engineer, Design to Silicon Division",English Language Courses,Java Developer,Procurement Specialist,Fr8 Forwarding Coordinator,C# .NET Senior Developer Team Leader,Embedded Linux BSP Engineer,Systems and Servers Administrator,0.7100616665788225
Managing Manufacture,Driver (contractual basis),Procurement Officer,Head of Development and Branch Management Unit,Licensed Chief Lawyer,Software Engineer (EDA),Business Consultant,Import Manager,Noyemberyan Area Development Program Team Leader,Economist,Marketing Specialist,0.966320560796922
Director,Chief of Party,Merchandiser,Head of Marketing and Sales Department,Procurement Specialist,Multimedia Expert Team Leader,Transformational Development Facilitator,Admission to the Master of Agribusiness (MAB) Program for A_PHONENUMBER,Head of Internal Audit,Elections Initiative Coordinator,Ne2rk Administrator,0.7040531281294471
